measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Texas,Both,15-49 years,Chronic respiratory diseases,Rate,2000,2.3767073061788775,2.5898379594034693,2.160519148821093
Deaths,Texas,Male,50-69 years,Chronic respiratory diseases,Rate,2000,67.20681303351165,73.47856582306456,61.43801869821265
Deaths,Texas,Female,50-69 years,Chronic respiratory diseases,Rate,2000,56.305640547696854,61.946389737648964,46.62346954959367
Deaths,Texas,Both,50-69 years,Chronic respiratory diseases,Rate,2000,61.56956248252508,65.93368993917665,56.0608568252346
Deaths,Texas,Male,70+ years,Chronic respiratory diseases,Rate,2000,593.4495708107166,636.6028492005222,543.5380383723581
Deaths,Texas,Female,70+ years,Chronic respiratory diseases,Rate,2000,407.6386786682518,457.3678352725279,315.0177068696071
Deaths,Texas,Both,70+ years,Chronic respiratory diseases,Rate,2000,481.44105114426554,518.1186715840607,416.55758863091575
Deaths,Texas,Male,0 to 14,Chronic respiratory diseases,Rate,2000,0.5161994980620355,0.6360957680470551,0.41124494198361855
Deaths,Texas,Female,0 to 14,Chronic respiratory diseases,Rate,2000,0.4052750191968078,0.5134903016128121,0.31305969270294387
Deaths,Texas,Both,0 to 14,Chronic respiratory diseases,Rate,2000,0.4620041569276758,0.5425565201397071,0.3909848013059655
Deaths,Alabama,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2000,3.696488967777909,4.202992112702958,3.2573365168789645
Deaths,Alabama,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2000,2.5791790884972503,2.931258804433643,2.285097067724514
Deaths,Alabama,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2000,3.1307455408336846,3.4932098452723808,2.8232866353540897
Deaths,Alabama,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2000,27.912076176814686,31.487212107054216,24.510266553077916
Deaths,Alabama,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2000,16.49802375419728,18.61949972485999,14.402948761251931
Deaths,Alabama,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2000,21.914738247215002,24.486753400752853,19.406339806749905
Deaths,Alabama,Male,70+ years,Respiratory infections and tuberculosis,Rate,2000,335.2430041865554,370.64682504980095,298.8379448932084
Deaths,Alabama,Female,70+ years,Respiratory infections and tuberculosis,Rate,2000,299.2438775463461,334.7507465058013,250.40721761913795
Deaths,Alabama,Both,70+ years,Respiratory infections and tuberculosis,Rate,2000,312.7958846745132,344.05165348054624,270.1227341161563
Deaths,Alabama,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2000,2.235692792794281,2.643599149694242,1.880585643700112
Deaths,Alabama,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.7697781204923189,2.1515086452882852,1.4542805010661022
Deaths,Alabama,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2000,2.0086687057489394,2.35061827209006,1.7231322723206768
Deaths,Texas,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2000,2.5399085369875145,2.798813201969223,2.2990266276750613
Deaths,Texas,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2000,1.8260142883311592,2.023762612694837,1.6369888221068536
Deaths,Texas,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2000,2.1886874331696156,2.3854222133660716,2.0018337418265566
Deaths,Texas,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2000,19.292640004352116,21.775452388961074,17.303728661846716
Deaths,Texas,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2000,13.223503227615055,14.863738669810747,11.737631309924263
Deaths,Texas,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2000,16.154147820764113,18.09112625455625,14.54731039758323
Deaths,Texas,Male,70+ years,Respiratory infections and tuberculosis,Rate,2000,260.22156574939237,288.8054153736426,231.44416414535894
Deaths,Texas,Female,70+ years,Respiratory infections and tuberculosis,Rate,2000,242.16663650768157,272.4104949421842,202.17494976267454
Deaths,Texas,Both,70+ years,Respiratory infections and tuberculosis,Rate,2000,249.33788786738774,276.8259055086749,215.81355091087866
Deaths,Texas,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.8648203090234892,2.1940536848102683,1.5609008315465038
Deaths,Texas,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.5554557234807311,1.8283544595628272,1.3145522108055623
Deaths,Texas,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.7136713523648746,1.9990065175912664,1.4678628816317145
Deaths,Utah,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2000,2.0308221855067004,2.3136890803847905,1.781429691406772
Deaths,Utah,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2000,1.7938367957038421,2.0387086783048716,1.551258621694037
Deaths,Utah,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2000,1.9139610734051176,2.141014577461105,1.7127289869359232
Deaths,Utah,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2000,16.24247468420994,18.7200401391682,14.115803365120284
Deaths,Utah,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2000,12.919106198558943,15.008137959593457,11.159133954394065
Deaths,Utah,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2000,14.547272545344919,16.435359352267582,12.867205023080462
Deaths,Utah,Male,70+ years,Respiratory infections and tuberculosis,Rate,2000,313.86602590077734,347.6364470089655,278.04375469973763
Deaths,Utah,Female,70+ years,Respiratory infections and tuberculosis,Rate,2000,313.0976011561741,349.55175065760676,269.37241244817517
Deaths,Utah,Both,70+ years,Respiratory infections and tuberculosis,Rate,2000,313.42339389342186,343.8739995207314,274.7168161653004
Deaths,Utah,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.7758456178113724,2.1899847096341523,1.4481315082579493
Deaths,Utah,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.5071836149495585,1.8331973817555787,1.2547714090010342
Deaths,Utah,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.6453613837050265,1.9984116006144337,1.3678926082758618
Deaths,Missouri,Male,15-49 years,Chronic respiratory diseases,Rate,2001,3.448272798618178,3.934123649838137,3.0040524170078813
Deaths,Missouri,Female,15-49 years,Chronic respiratory diseases,Rate,2001,3.2722331981907775,3.8205706258708387,2.331353934902299
Deaths,Missouri,Both,15-49 years,Chronic respiratory diseases,Rate,2001,3.360062293489069,3.738531813900247,2.8699538159500944
Deaths,Missouri,Male,50-69 years,Chronic respiratory diseases,Rate,2001,77.03321474202212,84.80645329425461,69.93284398085108
Deaths,Missouri,Female,50-69 years,Chronic respiratory diseases,Rate,2001,66.05294996931168,74.88780225816353,48.10653857283069
Deaths,Missouri,Both,50-69 years,Chronic respiratory diseases,Rate,2001,71.317511242833,77.23274429591731,61.07068912524897
Deaths,Missouri,Male,70+ years,Chronic respiratory diseases,Rate,2001,641.3330710037454,692.861653736503,587.5040159105334
Deaths,Missouri,Female,70+ years,Chronic respiratory diseases,Rate,2001,412.55249708108306,470.0999052326838,312.42493496662166
Deaths,Missouri,Both,70+ years,Chronic respiratory diseases,Rate,2001,501.5598714516417,544.632766148737,428.9250803956321
Deaths,Missouri,Male,0 to 14,Chronic respiratory diseases,Rate,2001,0.5877995620473841,0.7550819282301784,0.44884749294809295
Deaths,Missouri,Female,0 to 14,Chronic respiratory diseases,Rate,2001,0.46228762050109057,0.6271163022164609,0.34272243830492716
Deaths,Missouri,Both,0 to 14,Chronic respiratory diseases,Rate,2001,0.52653956602589,0.6443128331666768,0.43108564542757716
Deaths,Idaho,Male,15-49 years,Chronic respiratory diseases,Rate,2000,2.3468345845223073,2.824226717230004,1.9143128049280511
Deaths,Idaho,Female,15-49 years,Chronic respiratory diseases,Rate,2000,2.3853912829099793,2.9108528291133213,1.8590057406066458
Deaths,Idaho,Both,15-49 years,Chronic respiratory diseases,Rate,2000,2.365745406477084,2.73883769167814,2.0197509753020637
Deaths,Idaho,Male,50-69 years,Chronic respiratory diseases,Rate,2000,69.48505561259968,77.93275630979238,61.39296710363642
Deaths,Idaho,Female,50-69 years,Chronic respiratory diseases,Rate,2000,55.969260275611376,64.64436619582999,42.39941763780336
Deaths,Idaho,Both,50-69 years,Chronic respiratory diseases,Rate,2000,62.72176618158877,68.81306614025478,56.02854886739698
Deaths,Idaho,Male,70+ years,Chronic respiratory diseases,Rate,2000,673.6679925326731,736.6703698028801,608.0740012658417
Deaths,Idaho,Female,70+ years,Chronic respiratory diseases,Rate,2000,424.60363419733903,484.48635747674314,307.53424736667995
Deaths,Idaho,Both,70+ years,Chronic respiratory diseases,Rate,2000,530.1893775339154,576.7635775758375,452.29063514749186
Deaths,Idaho,Male,0 to 14,Chronic respiratory diseases,Rate,2000,0.6989302738316119,0.910502048796296,0.5208889640749625
Deaths,Idaho,Female,0 to 14,Chronic respiratory diseases,Rate,2000,0.49999699719252666,0.6660590527677149,0.3551444395855526
Deaths,Idaho,Both,0 to 14,Chronic respiratory diseases,Rate,2000,0.6021805458378833,0.7378484351972571,0.4767240689148284
Deaths,Virginia,Male,0 to 14,Chronic respiratory diseases,Rate,2000,0.4427918862461359,0.5564139503035371,0.3468197372459524
Deaths,Virginia,Female,0 to 14,Chronic respiratory diseases,Rate,2000,0.39484537400240566,0.5092335114982066,0.2979990172244991
Deaths,Virginia,Both,0 to 14,Chronic respiratory diseases,Rate,2000,0.41934222103162644,0.5060468711626962,0.34632539266046064
Deaths,New Hampshire,Male,15-49 years,Chronic respiratory diseases,Rate,2000,2.193980046890787,2.71967986752787,1.7896172495334848
Deaths,New Hampshire,Female,15-49 years,Chronic respiratory diseases,Rate,2000,2.0253414636310887,2.439737992143493,1.5941860664759568
Deaths,New Hampshire,Both,15-49 years,Chronic respiratory diseases,Rate,2000,2.109494493717947,2.441003486140085,1.8097091297428316
Deaths,New Hampshire,Male,50-69 years,Chronic respiratory diseases,Rate,2000,62.693427493178525,72.29127281241693,54.199450414069716
Deaths,New Hampshire,Female,50-69 years,Chronic respiratory diseases,Rate,2000,55.65421828222681,65.40483354127909,40.98730246842012
Deaths,New Hampshire,Both,50-69 years,Chronic respiratory diseases,Rate,2000,59.14103445066429,65.94370024310656,50.73795142137384
Deaths,New Hampshire,Male,70+ years,Chronic respiratory diseases,Rate,2000,614.9524366550886,675.9501981862344,552.1714376925881
Deaths,New Hampshire,Female,70+ years,Chronic respiratory diseases,Rate,2000,472.1542387851087,544.776391965589,320.2553333788976
Deaths,New Hampshire,Both,70+ years,Chronic respiratory diseases,Rate,2000,528.7749078450225,585.8230537940166,431.89488464081904
Deaths,New Hampshire,Male,0 to 14,Chronic respiratory diseases,Rate,2000,0.41838575602902606,0.5459354560654229,0.31151691799649556
Deaths,New Hampshire,Female,0 to 14,Chronic respiratory diseases,Rate,2000,0.39250281611107457,0.5336706731180629,0.28205050430714895
Deaths,New Hampshire,Both,0 to 14,Chronic respiratory diseases,Rate,2000,0.405755353823994,0.5025001592514455,0.32193219734787026
Deaths,Alaska,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2000,2.4974786189725484,2.850043929332978,2.16704836260476
Deaths,Alaska,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2000,2.0874349507638517,2.3733633343274803,1.832580075413168
Deaths,Alaska,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2000,2.300565791851451,2.586427580989877,2.029823118909347
Deaths,Alaska,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2000,12.538771099159177,14.655030383704968,10.785613004292252
Deaths,Alaska,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2000,11.223448921199793,13.012609567874243,9.63008592474091
Deaths,Alaska,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2000,11.924190088530418,13.623439246029939,10.45523510054046
Deaths,Alaska,Male,70+ years,Respiratory infections and tuberculosis,Rate,2000,182.99341424556764,205.8767345612434,161.43053218793943
Deaths,Alaska,Female,70+ years,Respiratory infections and tuberculosis,Rate,2000,176.00852664818947,197.80847350527043,152.55226245421468
Deaths,Alaska,Both,70+ years,Respiratory infections and tuberculosis,Rate,2000,179.26152214679036,197.72576390068346,159.29872630107425
Deaths,Alaska,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2000,2.121419015395187,2.633303483863208,1.6860259204656425
Deaths,Alaska,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2000,1.9027258034806964,2.4074962202739822,1.4825081539223526
Deaths,Alaska,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2000,2.014851590713705,2.4906275024429867,1.611789521434025
Deaths,Alaska,Male,15-49 years,Chronic respiratory diseases,Rate,2000,2.811593396044325,3.41649508664128,2.27364908892393
Deaths,Alaska,Female,15-49 years,Chronic respiratory diseases,Rate,2000,3.0730879842545704,3.7582250720748918,2.2557891533699364
Deaths,Alaska,Both,15-49 years,Chronic respiratory diseases,Rate,2000,2.937169383758737,3.407992252147145,2.4626338683700255
Deaths,Alaska,Male,50-69 years,Chronic respiratory diseases,Rate,2000,47.08116634688568,56.51096745025523,38.94830000551471
Deaths,Alaska,Female,50-69 years,Chronic respiratory diseases,Rate,2000,46.23103807268949,54.85453113483078,37.15035111832796
Deaths,Alaska,Both,50-69 years,Chronic respiratory diseases,Rate,2000,46.68394602879597,52.732537765007415,40.50332944475602
Deaths,Alaska,Male,70+ years,Chronic respiratory diseases,Rate,2000,590.5832188851397,656.8434028078225,523.067286563599
Deaths,Alaska,Female,70+ years,Chronic respiratory diseases,Rate,2000,466.2987183917666,544.8097427682947,305.4230374764003
Deaths,Alaska,Both,70+ years,Chronic respiratory diseases,Rate,2000,524.1803829159785,581.0912807104364,430.85500662223933
Deaths,Alaska,Male,0 to 14,Chronic respiratory diseases,Rate,2000,0.754459001542329,0.996105948904984,0.5487918663178488
Deaths,Alaska,Female,0 to 14,Chronic respiratory diseases,Rate,2000,0.4489522674981266,0.5941757815550308,0.30719213478283564
Deaths,Alaska,Both,0 to 14,Chronic respiratory diseases,Rate,2000,0.6055880531259155,0.7543112851376468,0.4736512291048959
Deaths,Alaska,Male,15-49 years,Chronic respiratory diseases,Rate,2001,2.913212583868527,3.5271095093528437,2.354878787428713
Deaths,Alaska,Female,15-49 years,Chronic respiratory diseases,Rate,2001,3.2709461111769427,4.01918819073589,2.347481952676368
Deaths,Alaska,Both,15-49 years,Chronic respiratory diseases,Rate,2001,3.0852151839772035,3.5606992845393624,2.5960319431730423
Deaths,Alaska,Male,50-69 years,Chronic respiratory diseases,Rate,2001,47.44305864677659,56.29107730336854,39.41677695283113
Deaths,Alaska,Female,50-69 years,Chronic respiratory diseases,Rate,2001,46.26841192319015,54.590763797945336,36.34567400531417
Deaths,Alaska,Both,50-69 years,Chronic respiratory diseases,Rate,2001,46.894608097380086,53.14027408231836,40.61668187658251
Deaths,Alaska,Male,70+ years,Chronic respiratory diseases,Rate,2001,596.3162465560264,663.6544997348539,529.5448554876085
Deaths,Alaska,Female,70+ years,Chronic respiratory diseases,Rate,2001,468.5857914102498,546.114833910879,299.54789359781154
Deaths,Alaska,Both,70+ years,Chronic respiratory diseases,Rate,2001,527.922682832454,583.0833686470534,428.57504862366045
Deaths,Alaska,Male,0 to 14,Chronic respiratory diseases,Rate,2001,0.7921176452435998,1.05766930252982,0.5827879659826756
Deaths,Alaska,Female,0 to 14,Chronic respiratory diseases,Rate,2001,0.4941290169144924,0.6629580359190066,0.3365349898081152
Deaths,Alaska,Both,0 to 14,Chronic respiratory diseases,Rate,2001,0.6468540596599724,0.7949205215197643,0.5068990096019717
Deaths,Alabama,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2001,3.4487561278347507,3.8895331979350476,3.0593368642890706
Deaths,Alabama,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2001,2.631315308401948,2.9735619731269596,2.327404886045942
Deaths,Alabama,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2001,3.034995886057271,3.378963221831163,2.7353389407106015
Deaths,Alabama,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2001,26.488117157525796,30.01421168144342,23.337616626445516
Deaths,Alabama,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2001,16.341755014746152,18.451758892783197,14.271833556986344
Deaths,Alabama,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2001,21.169333747054257,23.703488977679445,18.782703401515302
Deaths,Alabama,Male,70+ years,Respiratory infections and tuberculosis,Rate,2001,320.77111026399103,355.1383158249472,283.65044483115605
Deaths,Alabama,Female,70+ years,Respiratory infections and tuberculosis,Rate,2001,296.9772493562531,332.8633417523959,250.25024176521757
Deaths,Alabama,Both,70+ years,Respiratory infections and tuberculosis,Rate,2001,305.97933496799914,335.942097037658,266.10011065281134
Deaths,Alabama,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2001,2.1578355450317668,2.5445345088632343,1.807218011384902
Deaths,Alabama,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.7844727257679114,2.1768452165408543,1.4714852896446928
Deaths,Alabama,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.9758527647467166,2.3185998445567626,1.688902108985261
Deaths,Michigan,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2001,2.744453603709155,3.075185968895381,2.446124318035616
Deaths,Michigan,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2001,1.9639732230543783,2.2231939273964376,1.729099127289959
Deaths,Michigan,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2001,2.355220490931887,2.6195654200731453,2.12082756774679
Deaths,Michigan,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2001,17.98758253580996,20.145464024938192,15.980208447031924
Deaths,Michigan,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2001,12.21729789262131,13.64226386529718,10.849937421923388
Deaths,Michigan,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2001,15.012950716214048,16.679838130543132,13.517621189187713
Deaths,Michigan,Male,70+ years,Respiratory infections and tuberculosis,Rate,2001,251.18792899327292,277.1742445640172,223.00795915529307
Deaths,Michigan,Female,70+ years,Respiratory infections and tuberculosis,Rate,2001,216.03971936253419,241.1852149006651,182.02768451443706
Deaths,Michigan,Both,70+ years,Respiratory infections and tuberculosis,Rate,2001,229.91865276047545,252.8832206441208,199.0607053268602
Deaths,Michigan,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.6716783093586687,2.0089987660105355,1.3972963736379678
Deaths,Michigan,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.3025200267416839,1.5455851487699093,1.1041407612177845
Deaths,Michigan,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.4917178460565312,1.761134142366635,1.2593018098383029
Deaths,Arizona,Male,15-49 years,Chronic respiratory diseases,Rate,2000,2.892796149122689,3.2935568270435396,2.5081971697483945
Deaths,Arizona,Female,15-49 years,Chronic respiratory diseases,Rate,2000,2.7150123210530124,3.167504696878656,2.2082011795161685
Deaths,Arizona,Both,15-49 years,Chronic respiratory diseases,Rate,2000,2.806333751013043,3.1112621524862463,2.500693773709879
Deaths,Arizona,Male,50-69 years,Chronic respiratory diseases,Rate,2000,73.88765453223799,81.87158638273924,66.1932699874402
Deaths,Arizona,Female,50-69 years,Chronic respiratory diseases,Rate,2000,59.392331837173046,66.58690565156994,45.22292341232278
Deaths,Arizona,Both,50-69 years,Chronic respiratory diseases,Rate,2000,66.35514554424368,71.5995384401508,58.72924482371203
Deaths,Arizona,Male,70+ years,Chronic respiratory diseases,Rate,2000,558.2020347157368,604.7951972682657,506.0175680901298
Deaths,Arizona,Female,70+ years,Chronic respiratory diseases,Rate,2000,430.5250027144803,495.9383213048682,283.0193531545519
Deaths,Arizona,Both,70+ years,Chronic respiratory diseases,Rate,2000,485.7794214057964,530.0797382888642,396.42749941923825
Deaths,Arizona,Male,0 to 14,Chronic respiratory diseases,Rate,2000,0.66205361785984,0.8490161228189698,0.49121225402277247
Deaths,Arizona,Female,0 to 14,Chronic respiratory diseases,Rate,2000,0.5022511565728529,0.6752312890875399,0.3619975004377549
Deaths,Arizona,Both,0 to 14,Chronic respiratory diseases,Rate,2000,0.5841105051792987,0.6998868717640633,0.4723090895644921
Deaths,Alabama,Male,15-49 years,Chronic respiratory diseases,Rate,2001,4.2001365276817895,4.738621543989594,3.703055157999321
Deaths,Alabama,Female,15-49 years,Chronic respiratory diseases,Rate,2001,4.126484052038198,4.780583513645252,2.609651464919554
Deaths,Alabama,Both,15-49 years,Chronic respiratory diseases,Rate,2001,4.162856194469471,4.598465681288688,3.317404694201037
Deaths,Alabama,Male,50-69 years,Chronic respiratory diseases,Rate,2001,99.68365831416182,109.68926891899437,89.96055263441684
Deaths,Alabama,Female,50-69 years,Chronic respiratory diseases,Rate,2001,75.32639334924863,84.26521579720672,50.86801074685793
Deaths,Alabama,Both,50-69 years,Chronic respiratory diseases,Rate,2001,86.91543508333302,94.21738808897223,73.6249263973727
Deaths,Alabama,Male,70+ years,Chronic respiratory diseases,Rate,2001,756.9256274161992,813.249914280895,691.4933299342315
Deaths,Alabama,Female,70+ years,Chronic respiratory diseases,Rate,2001,446.10093949562685,507.0151350014658,320.61347573291334
Deaths,Alabama,Both,70+ years,Chronic respiratory diseases,Rate,2001,563.6972582164531,610.0084911484711,481.04198886137726
Deaths,Alabama,Male,0 to 14,Chronic respiratory diseases,Rate,2001,0.7184784453823148,0.9213068203981969,0.5466705696650234
Deaths,Alabama,Female,0 to 14,Chronic respiratory diseases,Rate,2001,0.4863445532986534,0.6338960648423787,0.3504821161948249
Deaths,Alabama,Both,0 to 14,Chronic respiratory diseases,Rate,2001,0.6053328162512008,0.7322994500971463,0.4924591686067952
Deaths,Connecticut,Male,15-49 years,Respiratory infections and tuberculosis,Rate,2001,2.1566617128098504,2.4691221050402303,1.8807511146948905
Deaths,Connecticut,Female,15-49 years,Respiratory infections and tuberculosis,Rate,2001,1.6411001574421478,1.8828022366094088,1.410863601515712
Deaths,Connecticut,Both,15-49 years,Respiratory infections and tuberculosis,Rate,2001,1.8971126724262553,2.125381590079925,1.685011613513806
Deaths,Connecticut,Male,50-69 years,Respiratory infections and tuberculosis,Rate,2001,15.033755659164832,17.161684028379263,13.189597113095651
Deaths,Connecticut,Female,50-69 years,Respiratory infections and tuberculosis,Rate,2001,10.756654269241468,12.380134579329185,9.285044687575787
Deaths,Connecticut,Both,50-69 years,Respiratory infections and tuberculosis,Rate,2001,12.802037505699493,14.518208251043092,11.31983984171469
Deaths,Connecticut,Male,70+ years,Respiratory infections and tuberculosis,Rate,2001,272.7609724948277,303.8241160123107,236.58618046006865
Deaths,Connecticut,Female,70+ years,Respiratory infections and tuberculosis,Rate,2001,249.30274214790106,286.62689596816665,195.9928514834839
Deaths,Connecticut,Both,70+ years,Respiratory infections and tuberculosis,Rate,2001,258.3857649662991,290.2831024551235,212.59297234192078
Deaths,Connecticut,Male,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.1426341940486293,1.4004023247894473,0.9290137794786999
Deaths,Connecticut,Female,0 to 14,Respiratory infections and tuberculosis,Rate,2001,0.9341164706909479,1.1146180589765042,0.7768263243531612
Deaths,Connecticut,Both,0 to 14,Respiratory infections and tuberculosis,Rate,2001,1.0408560160884042,1.2377508452483985,0.8810211301769048
Deaths,Connecticut,Male,15-49 years,Chronic respiratory diseases,Rate,2001,2.0741669290383746,2.403373680604575,1.7835716089195628
Deaths,Connecticut,Female,15-49 years,Chronic respiratory diseases,Rate,2001,2.349060909352225,2.8065881942412605,1.8920207737056494
Deaths,Connecticut,Both,15-49 years,Chronic respiratory diseases,Rate,2001,2.212556745064902,2.4901087741682995,1.942827997450102
Deaths,Connecticut,Male,50-69 years,Chronic respiratory diseases,Rate,2001,44.518469462315046,48.93487153174007,40.0917491993612
Deaths,Connecticut,Female,50-69 years,Chronic respiratory diseases,Rate,2001,44.269532537063355,49.91364259977188,37.96474926325844
Deaths,Connecticut,Both,50-69 years,Chronic respiratory diseases,Rate,2001,44.38857844395828,48.14093169014895,40.325704955522276
Deaths,Connecticut,Male,70+ years,Chronic respiratory diseases,Rate,2001,490.4321071298153,529.804629943797,446.67492551459867
Deaths,Connecticut,Female,70+ years,Chronic respiratory diseases,Rate,2001,405.2013244689602,468.29593550374557,289.8417655491965
Deaths,Connecticut,Both,70+ years,Chronic respiratory diseases,Rate,2001,438.2026690840264,483.0170616570035,363.1777613247616
Deaths,Connecticut,Male,0 to 14,Chronic respiratory diseases,Rate,2001,0.3038891932514237,0.40506189518919905,0.22714513070635925
